front_rim_distance,sensor_height,diameter,ddr,dp,cr
15.0,0.5,5.0,0.05,0.0,0.0
15.0,0.5,5.0,0.060000000000000005,0.0,0.0
15.0,0.5,5.0,0.07,0.0,0.0
15.0,0.5,5.0,0.08000000000000002,0.0,0.0
15.0,0.5,5.0,0.09000000000000001,0.0,0.0
15.0,0.5,5.0,0.1,0.0,0.0
15.0,0.5,5.0,0.11000000000000001,0.0,0.0
15.0,0.5,5.0,0.12000000000000001,0.0,0.0
15.0,0.5,5.0,0.13,0.0,0.0
15.0,0.5,5.0,0.14,0.0,0.0
15.0,0.5,5.0,0.15000000000000002,0.0,0.0
15.0,0.5,5.0,0.16000000000000003,0.0,0.0
15.0,0.5,5.0,0.17000000000000004,0.0,0.0
15.0,0.5,5.0,0.18000000000000005,0.0,0.0
15.0,0.5,5.0,0.19,0.0,0.0
15.0,0.5,5.0,0.2,0.0,0.0
15.0,0.5,5.0,0.21000000000000002,0.0,0.0
15.0,0.5,5.0,0.22000000000000003,0.0,0.0
15.0,0.5,5.0,0.23000000000000004,0.0,0.0
15.0,0.5,5.0,0.24000000000000005,0.0,0.0
15.0,0.5,5.0,0.25000000000000006,0.0,0.0
15.0,0.5,5.0,0.26000000000000006,0.0,0.0
15.0,0.5,5.0,0.27,0.0,0.0
15.0,0.5,5.0,0.28,0.0,0.0
15.0,0.5,5.0,0.29000000000000004,0.0,0.0
15.0,0.5,5.0,0.30000000000000004,0.0,0.0
15.0,0.5,5.0,0.31000000000000005,0.0,0.0
15.0,0.5,5.0,0.32000000000000006,0.0,0.0
15.0,0.5,5.0,0.33,0.0,0.0
15.0,0.5,5.0,0.34,0.0,0.0
15.0,0.5,5.0,0.35000000000000003,0.0,0.0
15.0,0.5,5.0,0.36000000000000004,0.0,0.0
15.0,0.5,5.0,0.37000000000000005,0.0,0.0
15.0,0.5,5.0,0.38000000000000006,0.0,0.0
15.0,0.5,5.0,0.39000000000000007,0.0,0.0
15.0,0.5,5.0,0.4000000000000001,0.0,0.0
15.0,0.5,5.0,0.4100000000000001,0.0,0.0
15.0,0.5,5.0,0.42000000000000004,0.0,0.0
15.0,0.5,5.0,0.43000000000000005,0.0,0.0
15.0,0.5,5.0,0.44000000000000006,0.0,0.0
15.0,0.5,5.0,0.45000000000000007,0.0,0.0
15.0,0.5,5.0,0.4600000000000001,0.0,0.0
15.0,0.5,5.0,0.4700000000000001,0.0,0.0
15.0,0.5,5.0,0.4800000000000001,0.0,0.0
15.0,0.5,5.0,0.49000000000000005,0.0,0.0
15.0,0.5,5.0,0.5000000000000001,0.0,0.0
15.0,0.5,8.0,0.05,0.0,0.0
15.0,0.5,8.0,0.060000000000000005,0.0,0.0
15.0,0.5,8.0,0.07,0.0,0.0
15.0,0.5,8.0,0.08000000000000002,0.0,0.0
15.0,0.5,8.0,0.09000000000000001,0.0,0.0
15.0,0.5,8.0,0.1,0.0,0.0
15.0,0.5,8.0,0.11000000000000001,0.0,0.0
15.0,0.5,8.0,0.12000000000000001,0.0,0.0
15.0,0.5,8.0,0.13,0.0,0.0
15.0,0.5,8.0,0.14,0.0,0.0
15.0,0.5,8.0,0.15000000000000002,0.0,0.0
15.0,0.5,8.0,0.16000000000000003,0.0,0.0
15.0,0.5,8.0,0.17000000000000004,0.0,0.0
15.0,0.5,8.0,0.18000000000000005,0.0,0.0
15.0,0.5,8.0,0.19,0.0,0.0
15.0,0.5,8.0,0.2,0.0,0.0
15.0,0.5,8.0,0.21000000000000002,0.0,0.0
15.0,0.5,8.0,0.22000000000000003,0.0,0.0
15.0,0.5,8.0,0.23000000000000004,0.0,0.0
15.0,0.5,8.0,0.24000000000000005,0.0,0.0
15.0,0.5,8.0,0.25000000000000006,0.0,0.0
15.0,0.5,8.0,0.26000000000000006,0.0,0.0
15.0,0.5,8.0,0.27,0.0,0.0
15.0,0.5,8.0,0.28,0.0,0.0
15.0,0.5,8.0,0.29000000000000004,0.0,0.0
15.0,0.5,8.0,0.30000000000000004,0.0,0.0
15.0,0.5,8.0,0.31000000000000005,0.0,0.0
15.0,0.5,8.0,0.32000000000000006,0.0,0.0
15.0,0.5,8.0,0.33,0.0,0.0
15.0,0.5,8.0,0.34,0.0,0.0
15.0,0.5,8.0,0.35000000000000003,0.0,0.0
15.0,0.5,8.0,0.36000000000000004,0.0,0.0
15.0,0.5,8.0,0.37000000000000005,0.0,0.0
15.0,0.5,8.0,0.38000000000000006,0.0,0.0
15.0,0.5,8.0,0.39000000000000007,0.0,0.0
15.0,0.5,8.0,0.4000000000000001,0.0,0.0
15.0,0.5,8.0,0.4100000000000001,0.0,0.0
15.0,0.5,8.0,0.42000000000000004,0.0,0.0
15.0,0.5,8.0,0.43000000000000005,0.0,0.0
15.0,0.5,8.0,0.44000000000000006,0.0,0.0
15.0,0.5,8.0,0.45000000000000007,0.0,0.0
15.0,0.5,8.0,0.4600000000000001,0.0,0.0
15.0,0.5,8.0,0.4700000000000001,0.0,0.0
15.0,0.5,8.0,0.4800000000000001,0.0,0.0
15.0,0.5,8.0,0.49000000000000005,0.0,0.0
15.0,0.5,8.0,0.5000000000000001,0.0,0.0
15.0,0.5,10.0,0.05,0.0,0.0
15.0,0.5,10.0,0.060000000000000005,0.0,0.0
15.0,0.5,10.0,0.07,0.0,0.0
15.0,0.5,10.0,0.08000000000000002,0.0,0.0
15.0,0.5,10.0,0.09000000000000001,0.0,0.0
15.0,0.5,10.0,0.1,0.0,0.0
15.0,0.5,10.0,0.11000000000000001,0.0,0.0
15.0,0.5,10.0,0.12000000000000001,0.0,0.0
15.0,0.5,10.0,0.13,0.0,0.0
15.0,0.5,10.0,0.14,0.0,0.0
15.0,0.5,10.0,0.15000000000000002,0.0,0.0
15.0,0.5,10.0,0.16000000000000003,0.0,0.0
15.0,0.5,10.0,0.17000000000000004,0.0,0.0
15.0,0.5,10.0,0.18000000000000005,0.0,0.0
15.0,0.5,10.0,0.19,0.0,0.0
15.0,0.5,10.0,0.2,0.0,0.0
15.0,0.5,10.0,0.21000000000000002,0.0,0.0
15.0,0.5,10.0,0.22000000000000003,0.0,0.0
15.0,0.5,10.0,0.23000000000000004,0.0,0.0
15.0,0.5,10.0,0.24000000000000005,0.0,0.0
15.0,0.5,10.0,0.25000000000000006,0.0,0.0
15.0,0.5,10.0,0.26000000000000006,0.0,0.0
15.0,0.5,10.0,0.27,0.0,0.0
15.0,0.5,10.0,0.28,0.0,0.0
15.0,0.5,10.0,0.29000000000000004,0.0,0.0
15.0,0.5,10.0,0.30000000000000004,0.0,0.0
15.0,0.5,10.0,0.31000000000000005,0.0,0.0
15.0,0.5,10.0,0.32000000000000006,0.0,0.0
15.0,0.5,10.0,0.33,0.0,0.0
15.0,0.5,10.0,0.34,0.0,0.0
15.0,0.5,10.0,0.35000000000000003,0.0,0.0
15.0,0.5,10.0,0.36000000000000004,0.0,0.0
15.0,0.5,10.0,0.37000000000000005,0.0,0.0
15.0,0.5,10.0,0.38000000000000006,0.0,0.0
15.0,0.5,10.0,0.39000000000000007,0.0,0.0
15.0,0.5,10.0,0.4000000000000001,0.0,0.0
15.0,0.5,10.0,0.4100000000000001,0.0,0.0
15.0,0.5,10.0,0.42000000000000004,0.0,0.0
15.0,0.5,10.0,0.43000000000000005,0.0,0.0
15.0,0.5,10.0,0.44000000000000006,0.0,0.0
15.0,0.5,10.0,0.45000000000000007,0.0,0.0
15.0,0.5,10.0,0.4600000000000001,0.0,0.0
15.0,0.5,10.0,0.4700000000000001,0.0,0.0
15.0,0.5,10.0,0.4800000000000001,0.0,0.0
15.0,0.5,10.0,0.49000000000000005,0.0,0.0
15.0,0.5,10.0,0.5000000000000001,0.0,0.0
10.0,0.5,5.0,0.05,0.0,0.0
10.0,0.5,5.0,0.060000000000000005,0.0,0.0
10.0,0.5,5.0,0.07,0.0,0.0
10.0,0.5,5.0,0.08000000000000002,0.0,0.0
10.0,0.5,5.0,0.09000000000000001,0.0,0.0
10.0,0.5,5.0,0.1,0.0,0.0
10.0,0.5,5.0,0.11000000000000001,0.0,0.0
10.0,0.5,5.0,0.12000000000000001,0.0,0.0
10.0,0.5,5.0,0.13,0.0,0.0
10.0,0.5,5.0,0.14,0.0,0.0
10.0,0.5,5.0,0.15000000000000002,0.0,0.0
10.0,0.5,5.0,0.16000000000000003,0.0,0.0
10.0,0.5,5.0,0.17000000000000004,0.0,0.0
10.0,0.5,5.0,0.18000000000000005,0.0,0.0
10.0,0.5,5.0,0.19,0.0,0.0
10.0,0.5,5.0,0.2,0.0,0.0
10.0,0.5,5.0,0.21000000000000002,0.0,0.0
10.0,0.5,5.0,0.22000000000000003,0.0,0.0
10.0,0.5,5.0,0.23000000000000004,0.0,0.0
10.0,0.5,5.0,0.24000000000000005,0.0,0.0
10.0,0.5,5.0,0.25000000000000006,0.0,0.0
10.0,0.5,5.0,0.26000000000000006,0.0,0.0
10.0,0.5,5.0,0.27,0.0,0.0
10.0,0.5,5.0,0.28,0.0,0.0
10.0,0.5,5.0,0.29000000000000004,0.0,0.0
10.0,0.5,5.0,0.30000000000000004,0.0,0.0
10.0,0.5,5.0,0.31000000000000005,0.0,0.0
10.0,0.5,5.0,0.32000000000000006,0.0,0.0
10.0,0.5,5.0,0.33,0.0,0.0
10.0,0.5,5.0,0.34,0.0,0.0
10.0,0.5,5.0,0.35000000000000003,0.0,0.0
10.0,0.5,5.0,0.36000000000000004,0.0,0.0
10.0,0.5,5.0,0.37000000000000005,0.0,0.0
10.0,0.5,5.0,0.38000000000000006,0.0,0.0
10.0,0.5,5.0,0.39000000000000007,0.0,0.0
10.0,0.5,5.0,0.4000000000000001,0.0,0.0
10.0,0.5,5.0,0.4100000000000001,0.0,0.0
10.0,0.5,5.0,0.42000000000000004,0.0,0.0
10.0,0.5,5.0,0.43000000000000005,0.0,0.0
10.0,0.5,5.0,0.44000000000000006,0.0,0.0
10.0,0.5,5.0,0.45000000000000007,0.0,0.0
10.0,0.5,5.0,0.4600000000000001,0.0,0.0
10.0,0.5,5.0,0.4700000000000001,0.0,0.0
10.0,0.5,5.0,0.4800000000000001,0.0,0.0
10.0,0.5,5.0,0.49000000000000005,0.0,0.0
10.0,0.5,5.0,0.5000000000000001,0.0,0.0
10.0,0.5,8.0,0.05,0.0,0.0
10.0,0.5,8.0,0.060000000000000005,0.0,0.0
10.0,0.5,8.0,0.07,0.0,0.0
10.0,0.5,8.0,0.08000000000000002,0.0,0.0
10.0,0.5,8.0,0.09000000000000001,0.0,0.0
10.0,0.5,8.0,0.1,0.0,0.0
10.0,0.5,8.0,0.11000000000000001,0.0,0.0
10.0,0.5,8.0,0.12000000000000001,0.0,0.0
10.0,0.5,8.0,0.13,0.0,0.0
10.0,0.5,8.0,0.14,0.0,0.0
10.0,0.5,8.0,0.15000000000000002,0.0,0.0
10.0,0.5,8.0,0.16000000000000003,0.0,0.0
10.0,0.5,8.0,0.17000000000000004,0.0,0.0
10.0,0.5,8.0,0.18000000000000005,0.0,0.0
10.0,0.5,8.0,0.19,0.0,0.0
10.0,0.5,8.0,0.2,0.0,0.0
10.0,0.5,8.0,0.21000000000000002,0.0,0.0
10.0,0.5,8.0,0.22000000000000003,0.0,0.0
10.0,0.5,8.0,0.23000000000000004,0.0,0.0
10.0,0.5,8.0,0.24000000000000005,0.0,0.0
10.0,0.5,8.0,0.25000000000000006,0.0,0.0
10.0,0.5,8.0,0.26000000000000006,0.0,0.0
10.0,0.5,8.0,0.27,0.0,0.0
10.0,0.5,8.0,0.28,0.0,0.0
10.0,0.5,8.0,0.29000000000000004,0.0,0.0
10.0,0.5,8.0,0.30000000000000004,0.0,0.0
10.0,0.5,8.0,0.31000000000000005,0.0,0.0
10.0,0.5,8.0,0.32000000000000006,0.0,0.0
10.0,0.5,8.0,0.33,0.0,0.0
10.0,0.5,8.0,0.34,0.0,0.0
10.0,0.5,8.0,0.35000000000000003,0.0,0.0
10.0,0.5,8.0,0.36000000000000004,0.0,0.0
10.0,0.5,8.0,0.37000000000000005,0.0,0.0
10.0,0.5,8.0,0.38000000000000006,0.0,0.0
10.0,0.5,8.0,0.39000000000000007,0.0,0.0
10.0,0.5,8.0,0.4000000000000001,0.0,0.0
10.0,0.5,8.0,0.4100000000000001,0.0,0.0
10.0,0.5,8.0,0.42000000000000004,0.0,0.0
10.0,0.5,8.0,0.43000000000000005,0.0,0.0
10.0,0.5,8.0,0.44000000000000006,0.0,0.0
10.0,0.5,8.0,0.45000000000000007,0.0,0.0
10.0,0.5,8.0,0.4600000000000001,0.0,0.0
10.0,0.5,8.0,0.4700000000000001,0.0,0.0
10.0,0.5,8.0,0.4800000000000001,0.0,0.0
10.0,0.5,8.0,0.49000000000000005,0.0,0.0
10.0,0.5,8.0,0.5000000000000001,0.0,0.0
10.0,0.5,10.0,0.05,0.0,0.0
10.0,0.5,10.0,0.060000000000000005,0.0,0.0
10.0,0.5,10.0,0.07,0.0,0.0
10.0,0.5,10.0,0.08000000000000002,0.0,0.0
10.0,0.5,10.0,0.09000000000000001,0.0,0.0
10.0,0.5,10.0,0.1,0.0,0.0
10.0,0.5,10.0,0.11000000000000001,0.0,0.0
10.0,0.5,10.0,0.12000000000000001,0.0,0.0
10.0,0.5,10.0,0.13,0.0,0.0
10.0,0.5,10.0,0.14,0.0,0.0
10.0,0.5,10.0,0.15000000000000002,0.0,0.0
10.0,0.5,10.0,0.16000000000000003,0.0,0.0
10.0,0.5,10.0,0.17000000000000004,0.0,0.0
10.0,0.5,10.0,0.18000000000000005,0.0,0.0
10.0,0.5,10.0,0.19,0.0,0.0
10.0,0.5,10.0,0.2,0.0,0.0
10.0,0.5,10.0,0.21000000000000002,0.0,0.0
10.0,0.5,10.0,0.22000000000000003,0.0,0.0
10.0,0.5,10.0,0.23000000000000004,0.0,0.0
10.0,0.5,10.0,0.24000000000000005,0.0,0.0
10.0,0.5,10.0,0.25000000000000006,0.0,0.0
10.0,0.5,10.0,0.26000000000000006,0.0,0.0
10.0,0.5,10.0,0.27,0.0,0.0
10.0,0.5,10.0,0.28,0.0,0.0
10.0,0.5,10.0,0.29000000000000004,0.0,0.0
10.0,0.5,10.0,0.30000000000000004,0.0,0.0
10.0,0.5,10.0,0.31000000000000005,0.0,0.0
10.0,0.5,10.0,0.32000000000000006,0.0,0.0
10.0,0.5,10.0,0.33,0.0,0.0
10.0,0.5,10.0,0.34,0.0,0.0
10.0,0.5,10.0,0.35000000000000003,0.0,0.0
10.0,0.5,10.0,0.36000000000000004,0.0,0.0
10.0,0.5,10.0,0.37000000000000005,0.0,0.0
10.0,0.5,10.0,0.38000000000000006,0.0,0.0
10.0,0.5,10.0,0.39000000000000007,0.0,0.0
10.0,0.5,10.0,0.4000000000000001,0.0,0.0
10.0,0.5,10.0,0.4100000000000001,0.0,0.0
10.0,0.5,10.0,0.42000000000000004,0.0,0.0
10.0,0.5,10.0,0.43000000000000005,0.0,0.0
10.0,0.5,10.0,0.44000000000000006,0.0,0.0
10.0,0.5,10.0,0.45000000000000007,0.0,0.0
10.0,0.5,10.0,0.4600000000000001,0.0,0.0
10.0,0.5,10.0,0.4700000000000001,0.0,0.0
10.0,0.5,10.0,0.4800000000000001,0.0,0.0
10.0,0.5,10.0,0.49000000000000005,0.0,0.0
10.0,0.5,10.0,0.5000000000000001,0.0,0.0
5.0,0.5,5.0,0.05,1.0,0.44806279836629176
5.0,0.5,5.0,0.060000000000000005,1.0,0.5856542788604217
5.0,0.5,5.0,0.07,1.0,0.5963134494296709
5.0,0.5,5.0,0.08000000000000002,1.0,0.6472233515421225
5.0,0.5,5.0,0.09000000000000001,1.0,0.6766159818274531
5.0,0.5,5.0,0.1,1.0,0.7070743302121056
5.0,0.5,5.0,0.11000000000000001,1.0,0.7282630042289299
5.0,0.5,5.0,0.12000000000000001,1.0,0.7398036359249968
5.0,0.5,5.0,0.13,1.0,0.7605274507093994
5.0,0.5,5.0,0.14,1.0,0.7724519740293689
5.0,0.5,5.0,0.15000000000000002,1.0,0.7928684199665144
5.0,0.5,5.0,0.16000000000000003,1.0,0.8056304947753116
5.0,0.5,5.0,0.17000000000000004,1.0,0.8154300233067859
5.0,0.5,5.0,0.18000000000000005,1.0,0.8234412667793847
5.0,0.5,5.0,0.19,1.0,0.8356399614394799
5.0,0.5,5.0,0.2,1.0,0.8424065403909501
5.0,0.5,5.0,0.21000000000000002,1.0,0.8487666800991267
5.0,0.5,5.0,0.22000000000000003,1.0,0.854697054577028
5.0,0.5,5.0,0.23000000000000004,1.0,0.862986285262714
5.0,0.5,5.0,0.24000000000000005,1.0,0.8726045159693753
5.0,0.5,5.0,0.25000000000000006,1.0,0.8775805425380915
5.0,0.5,5.0,0.26000000000000006,1.0,0.8848433192070875
5.0,0.5,5.0,0.27,1.0,0.8844720951953193
5.0,0.5,5.0,0.28,1.0,0.8928892793971303
5.0,0.5,5.0,0.29000000000000004,1.0,0.8957590771551258
5.0,0.5,5.0,0.30000000000000004,1.0,0.8971504140696749
5.0,0.5,5.0,0.31000000000000005,1.0,0.9007204661001457
5.0,0.5,5.0,0.32000000000000006,1.0,0.9042916906190018
5.0,0.5,5.0,0.33,1.0,0.905558307819086
5.0,0.5,5.0,0.34,1.0,0.9104921541128598
5.0,0.5,5.0,0.35000000000000003,1.0,0.9098035064664854
5.0,0.5,5.0,0.36000000000000004,1.0,0.9136296771742494
5.0,0.5,5.0,0.37000000000000005,1.0,0.9152988691091646
5.0,0.5,5.0,0.38000000000000006,1.0,0.9165305644961935
5.0,0.5,5.0,0.39000000000000007,1.0,0.9223831312041861
5.0,0.5,5.0,0.4000000000000001,1.0,0.9228755373238103
5.0,0.5,5.0,0.4100000000000001,1.0,0.9245755136331905
5.0,0.5,5.0,0.42000000000000004,1.0,0.9283355699355834
5.0,0.5,5.0,0.43000000000000005,1.0,0.9291907332676139
5.0,0.5,5.0,0.44000000000000006,1.0,0.9302136546616667
5.0,0.5,5.0,0.45000000000000007,1.0,0.9314875457674381
5.0,0.5,5.0,0.4600000000000001,1.0,0.9327776737446042
5.0,0.5,5.0,0.4700000000000001,1.0,0.9349507798617948
5.0,0.5,5.0,0.4800000000000001,1.0,0.9363107150230984
5.0,0.5,5.0,0.49000000000000005,1.0,0.9356573493974268
5.0,0.5,5.0,0.5000000000000001,1.0,0.9401303965492019
5.0,0.5,8.0,0.05,1.0,0.334514208692557
5.0,0.5,8.0,0.060000000000000005,1.0,0.5615502335365679
5.0,0.5,8.0,0.07,1.0,0.6587463294461459
5.0,0.5,8.0,0.08000000000000002,1.0,0.6885407818768322
5.0,0.5,8.0,0.09000000000000001,1.0,0.6460898927193757
5.0,0.5,8.0,0.1,1.0,0.7280414746400865
5.0,0.5,8.0,0.11000000000000001,1.0,0.7338448328529671
5.0,0.5,8.0,0.12000000000000001,1.0,0.7663957247979637
5.0,0.5,8.0,0.13,1.0,0.7798267946186588
5.0,0.5,8.0,0.14,1.0,0.7720450706922136
5.0,0.5,8.0,0.15000000000000002,1.0,0.7996066369980176
5.0,0.5,8.0,0.16000000000000003,1.0,0.7985175455950037
5.0,0.5,8.0,0.17000000000000004,1.0,0.779046800495049
5.0,0.5,8.0,0.18000000000000005,1.0,0.7552217047939198
5.0,0.5,8.0,0.19,1.0,0.7583064394675082
5.0,0.5,8.0,0.2,1.0,0.7865053594670872
5.0,0.5,8.0,0.21000000000000002,1.0,0.7932778802234299
5.0,0.5,8.0,0.22000000000000003,1.0,0.8081617083746325
5.0,0.5,8.0,0.23000000000000004,1.0,0.8180409928946766
5.0,0.5,8.0,0.24000000000000005,1.0,0.8261002617869929
5.0,0.5,8.0,0.25000000000000006,1.0,0.8328033583038496
5.0,0.5,8.0,0.26000000000000006,1.0,0.8415556318218093
5.0,0.5,8.0,0.27,1.0,0.8475501329069787
5.0,0.5,8.0,0.28,1.0,0.8497477683212514
5.0,0.5,8.0,0.29000000000000004,1.0,0.8563386949069679
5.0,0.5,8.0,0.30000000000000004,1.0,0.8616606535070398
5.0,0.5,8.0,0.31000000000000005,1.0,0.8654425546880512
5.0,0.5,8.0,0.32000000000000006,1.0,0.8705993408987537
5.0,0.5,8.0,0.33,1.0,0.8739396922154979
5.0,0.5,8.0,0.34,1.0,0.8795084246419318
5.0,0.5,8.0,0.35000000000000003,1.0,0.8834148121111637
5.0,0.5,8.0,0.36000000000000004,1.0,0.8869331669050453
5.0,0.5,8.0,0.37000000000000005,1.0,0.8913591052803186
5.0,0.5,8.0,0.38000000000000006,1.0,0.8926907521928573
5.0,0.5,8.0,0.39000000000000007,1.0,0.8944743271114982
5.0,0.5,8.0,0.4000000000000001,1.0,0.8983257425952568
5.0,0.5,8.0,0.4100000000000001,1.0,0.9009848600514913
5.0,0.5,8.0,0.42000000000000004,1.0,0.9022888327479155
5.0,0.5,8.0,0.43000000000000005,1.0,0.9081024307914976
5.0,0.5,8.0,0.44000000000000006,1.0,0.9071780785203204
5.0,0.5,8.0,0.45000000000000007,1.0,0.9087051520299929
5.0,0.5,8.0,0.4600000000000001,1.0,0.9131403081865207
5.0,0.5,8.0,0.4700000000000001,1.0,0.9147631038259618
5.0,0.5,8.0,0.4800000000000001,1.0,0.9160851297410191
5.0,0.5,8.0,0.49000000000000005,1.0,0.9214033042599219
5.0,0.5,8.0,0.5000000000000001,1.0,0.9180528464676415
5.0,0.5,10.0,0.05,1.0,0.4568858040630259
5.0,0.5,10.0,0.060000000000000005,1.0,0.6187373984163412
5.0,0.5,10.0,0.07,1.0,0.6383636059056957
5.0,0.5,10.0,0.08000000000000002,1.0,0.7023706248745509
5.0,0.5,10.0,0.09000000000000001,1.0,0.6358612040738034
5.0,0.5,10.0,0.1,1.0,0.5749779599007104
5.0,0.5,10.0,0.11000000000000001,1.0,0.6305646681538909
5.0,0.5,10.0,0.12000000000000001,1.0,0.5386509633234259
5.0,0.5,10.0,0.13,1.0,0.6060596540777726
5.0,0.5,10.0,0.14,1.0,0.7683029797877773
5.0,0.5,10.0,0.15000000000000002,1.0,0.7974876430148248
5.0,0.5,10.0,0.16000000000000003,1.0,0.8024138054802247
5.0,0.5,10.0,0.17000000000000004,1.0,0.7991997004231969
5.0,0.5,10.0,0.18000000000000005,1.0,0.8296805954405441
5.0,0.5,10.0,0.19,1.0,0.7900012779023075
5.0,0.5,10.0,0.2,1.0,0.7953078995978519
5.0,0.5,10.0,0.21000000000000002,1.0,0.803246528986247
5.0,0.5,10.0,0.22000000000000003,1.0,0.8156480489746776
5.0,0.5,10.0,0.23000000000000004,1.0,0.8293737964358391
5.0,0.5,10.0,0.24000000000000005,1.0,0.8368877856518823
5.0,0.5,10.0,0.25000000000000006,1.0,0.8436781075758363
5.0,0.5,10.0,0.26000000000000006,1.0,0.8508059252480712
5.0,0.5,10.0,0.27,1.0,0.8563774695449085
5.0,0.5,10.0,0.28,1.0,0.8619312664020614
5.0,0.5,10.0,0.29000000000000004,1.0,0.8683497036923066
5.0,0.5,10.0,0.30000000000000004,1.0,0.8718871248263382
5.0,0.5,10.0,0.31000000000000005,1.0,0.8760967167233479
5.0,0.5,10.0,0.32000000000000006,1.0,0.8815920952128264
5.0,0.5,10.0,0.33,1.0,0.8860492180098537
5.0,0.5,10.0,0.34,1.0,0.8896630616254542
5.0,0.5,10.0,0.35000000000000003,1.0,0.8925938027581298
5.0,0.5,10.0,0.36000000000000004,1.0,0.8967956640209903
5.0,0.5,10.0,0.37000000000000005,1.0,0.9001398295646181
5.0,0.5,10.0,0.38000000000000006,1.0,0.901772141022902
5.0,0.5,10.0,0.39000000000000007,1.0,0.9060453479241145
5.0,0.5,10.0,0.4000000000000001,1.0,0.9071050219590392
5.0,0.5,10.0,0.4100000000000001,1.0,0.9086187913785887
5.0,0.5,10.0,0.42000000000000004,1.0,0.911977563718954
5.0,0.5,10.0,0.43000000000000005,1.0,0.9133322239151104
5.0,0.5,10.0,0.44000000000000006,1.0,0.9157188104796713
5.0,0.5,10.0,0.45000000000000007,1.0,0.9186047494468087
5.0,0.5,10.0,0.4600000000000001,1.0,0.9206883732546741
5.0,0.5,10.0,0.4700000000000001,1.0,0.9225279461714386
5.0,0.5,10.0,0.4800000000000001,1.0,0.9227748484293056
5.0,0.5,10.0,0.49000000000000005,1.0,0.925533091129421
5.0,0.5,10.0,0.5000000000000001,1.0,0.9290148314440962
15.0,1.0,5.0,0.05,0.0,0.0
15.0,1.0,5.0,0.060000000000000005,0.0,0.0
15.0,1.0,5.0,0.07,0.0,0.0
15.0,1.0,5.0,0.08000000000000002,0.0,0.0
15.0,1.0,5.0,0.09000000000000001,0.0,0.0
15.0,1.0,5.0,0.1,0.0,0.0
15.0,1.0,5.0,0.11000000000000001,0.0,0.0
15.0,1.0,5.0,0.12000000000000001,0.0,0.0
15.0,1.0,5.0,0.13,0.0,0.0
15.0,1.0,5.0,0.14,0.0,0.0
15.0,1.0,5.0,0.15000000000000002,0.0,0.0
15.0,1.0,5.0,0.16000000000000003,0.0,0.0
15.0,1.0,5.0,0.17000000000000004,0.0,0.0
15.0,1.0,5.0,0.18000000000000005,0.0,0.0
15.0,1.0,5.0,0.19,0.0,0.0
15.0,1.0,5.0,0.2,0.0,0.0
15.0,1.0,5.0,0.21000000000000002,0.0,0.0
15.0,1.0,5.0,0.22000000000000003,0.0,0.0
15.0,1.0,5.0,0.23000000000000004,0.0,0.0
15.0,1.0,5.0,0.24000000000000005,0.0,0.0
15.0,1.0,5.0,0.25000000000000006,0.0,0.0
15.0,1.0,5.0,0.26000000000000006,0.0,0.0
15.0,1.0,5.0,0.27,0.0,0.0
15.0,1.0,5.0,0.28,0.0,0.0
15.0,1.0,5.0,0.29000000000000004,0.0,0.0
15.0,1.0,5.0,0.30000000000000004,0.0,0.0
15.0,1.0,5.0,0.31000000000000005,0.0,0.0
15.0,1.0,5.0,0.32000000000000006,0.0,0.0
15.0,1.0,5.0,0.33,0.0,0.0
15.0,1.0,5.0,0.34,0.0,0.0
15.0,1.0,5.0,0.35000000000000003,0.0,0.0
15.0,1.0,5.0,0.36000000000000004,0.0,0.0
15.0,1.0,5.0,0.37000000000000005,0.0,0.0
15.0,1.0,5.0,0.38000000000000006,0.0,0.0
15.0,1.0,5.0,0.39000000000000007,0.0,0.0
15.0,1.0,5.0,0.4000000000000001,0.0,0.0
15.0,1.0,5.0,0.4100000000000001,0.0,0.0
15.0,1.0,5.0,0.42000000000000004,0.0,0.0
15.0,1.0,5.0,0.43000000000000005,0.0,0.0
15.0,1.0,5.0,0.44000000000000006,0.0,0.0
15.0,1.0,5.0,0.45000000000000007,0.0,0.0
15.0,1.0,5.0,0.4600000000000001,0.0,0.0
15.0,1.0,5.0,0.4700000000000001,0.0,0.0
15.0,1.0,5.0,0.4800000000000001,0.0,0.0
15.0,1.0,5.0,0.49000000000000005,0.0,0.0
15.0,1.0,5.0,0.5000000000000001,0.0,0.0
15.0,1.0,8.0,0.05,0.0,0.0
15.0,1.0,8.0,0.060000000000000005,0.0,0.0
15.0,1.0,8.0,0.07,0.0,0.0
15.0,1.0,8.0,0.08000000000000002,0.0,0.0
15.0,1.0,8.0,0.09000000000000001,0.0,0.0
15.0,1.0,8.0,0.1,0.0,0.0
15.0,1.0,8.0,0.11000000000000001,0.0,0.0
15.0,1.0,8.0,0.12000000000000001,0.0,0.0
15.0,1.0,8.0,0.13,0.0,0.0
15.0,1.0,8.0,0.14,0.0,0.0
15.0,1.0,8.0,0.15000000000000002,0.0,0.0
15.0,1.0,8.0,0.16000000000000003,0.0,0.0
